id	al_len	cons_fr	gap_fr	fpr30	fpr50	fpr70	tpr30	tpr50	tpr70	tfpr30	tfpr50	tfpr70	pq	tr_len	ols	ols_n	fm	bme	topo	max_dist	mean_dist	fastme	rfd	cd	category
25_PF00004_2	137	0.4161	0.2847	0.0229	0.0437	0.0729	0.0567	0.1067	0.1762	0.0506	0.0925	0.1454	850650	0.2739	5.6180	1.8946e+02	5.4544	0.011	11435	0.2971	0.1722	1883.0	0.2727	1.2302	good
25_PF00004_3	131	0.8702	0.0000	0.0006	0.0020	0.1588	0.0035	0.1987	0.3315	0.0351	0.1018	0.1791	103974	0.2596	25.2150	2.2202e+04	25.1955	0.010	9343	0.0758	0.0337	1558.0	0.4545	2.0624	bad
25_PF00004_4	134	0.8358	0.0000	0.0025	0.0132	0.0679	0.0212	0.0816	0.1779	0.0184	0.0720	0.2402	324960	0.2004	11.1199	3.1096e+03	11.0890	0.008	10455	0.1286	0.0598	1738.0	0.7727	2.8071	bad
25_PF00004_5	134	0.8284	0.0000	0.0023	0.0461	0.0899	0.0546	0.1155	0.2011	0.0273	0.0857	0.1382	227627	0.2389	16.1903	5.1443e+03	16.1574	0.010	9678	0.1224	0.0561	1754.0	0.6364	3.3267	bad
25_PF00004_6	142	0.2254	0.2676	0.0206	0.0383	0.0617	0.0445	0.0867	0.1479	0.0486	0.0852	0.1316	1965883	0.2810	4.5745	1.7430e+01	3.5524	0.011	11323	1.0415	0.5123	1746.0	0.4545	1.9459	bad
25_PF00004_7	134	0.6940	0.0224	0.0038	0.0259	0.0474	0.0512	0.1036	0.2073	0.0610	0.1452	0.2516	582936	0.1985	6.3770	6.1174e+02	6.3497	0.008	11718	0.2488	0.1021	1990.0	0.5000	2.0314	bad
25_PF00004_8	132	0.4545	0.0076	0.0163	0.0329	0.0574	0.0420	0.0959	0.1666	0.0485	0.0994	0.1563	979612	0.2654	4.1024	5.8683e+01	3.8489	0.011	11691	0.5178	0.2644	2042.0	0.2727	1.3216	good
25_PF00004_9	145	0.4552	0.1034	0.0107	0.0360	0.0663	0.0497	0.0999	0.1896	0.0478	0.0969	0.1715	469011	0.3268	5.9299	2.9450e+02	5.8515	0.013	10851	0.6002	0.1419	1833.0	0.5909	2.0298	bad
25_PF00005_10	150	0.3333	0.0000	0.0224	0.0398	0.0638	0.0565	0.0998	0.1598	0.0565	0.0984	0.1508	1638969	0.3256	5.2120	2.8801e+01	4.4667	0.013	11242	0.7257	0.4254	1802.0	0.3636	1.4236	n
25_PF00005_11	171	0.2222	0.0760	0.0182	0.0327	0.0523	0.0344	0.0599	0.0956	0.0427	0.0710	0.1067	2208483	0.3308	3.1115	7.7998e+00	2.1826	0.013	11028	1.0449	0.6316	1880.0	0.6364	3.0952	bad
25_PF00005_12	246	0.3740	0.0691	0.0162	0.0296	0.0487	0.0310	0.0618	0.1220	0.0434	0.0854	0.1415	1840977	0.2701	4.5053	5.9618e+01	4.2970	0.011	10932	0.7235	0.2749	1766.0	0.5455	1.7664	bad
25_PF00005_13	257	0.1751	0.4864	0.0178	0.0322	0.0530	0.0366	0.0666	0.1099	0.0460	0.0785	0.1229	1741567	0.2685	5.9101	4.2502e+01	5.4097	0.011	11369	0.8714	0.3729	1892.0	0.3182	1.4071	n
25_PF00005_1	138	0.4130	0.0290	0.0220	0.0405	0.0666	0.0449	0.0920	0.1778	0.0461	0.0854	0.1521	936922	0.2973	8.1244	1.1120e+02	7.8092	0.012	10560	0.7123	0.2703	1690.0	0.4091	1.8111	n
25_PF00005_2	132	0.3258	0.0000	0.0199	0.0351	0.0569	0.0543	0.0958	0.1523	0.0597	0.1073	0.1625	1455113	0.3043	3.3129	2.3297e+01	2.8961	0.012	11751	0.7423	0.3771	1959.0	0.5000	1.7166	bad
25_PF00005_3	238	0.1429	0.3445	0.0225	0.0405	0.0656	0.0413	0.0760	0.1205	0.0412	0.0711	0.1102	2240633	0.3600	4.6592	1.4350e+01	3.5093	0.014	10505	1.0299	0.5698	1776.0	0.4545	1.4629	bad
25_PF00005_4	260	0.2038	0.3308	0.0167	0.0319	0.0527	0.0323	0.0674	0.1244	0.0472	0.0839	0.1342	1687664	0.3019	3.0766	2.7138e+01	2.7917	0.012	11618	0.9883	0.3367	1952.0	0.2727	1.3856	n
25_PF00005_5	162	0.2716	0.0617	0.0168	0.0306	0.0484	0.0345	0.0612	0.0988	0.0453	0.0774	0.1206	2046908	0.3164	2.8814	1.4473e+01	2.4742	0.013	11419	1.0937	0.4462	1951.0	0.3182	1.3416	good
25_PF00005_6	173	0.0347	0.6301	0.0211	0.0378	0.0599	0.0482	0.0866	0.1359	0.0511	0.0892	0.1334	2467803	0.3228	4.3499	8.5326e+00	2.8168	0.013	11420	2.1764	0.7140	1740.0	0.6364	2.3636	bad
25_PF00005_7	153	0.3529	0.0327	0.0193	0.0364	0.0587	0.0422	0.0828	0.1398	0.0487	0.0892	0.1402	1676934	0.3147	5.7306	3.7484e+01	4.9654	0.013	10888	0.7047	0.3910	1798.0	0.6818	2.1525	bad
25_PF00005_8	134	0.2164	0.5597	0.0248	0.0451	0.0715	0.0518	0.0898	0.1492	0.0483	0.0805	0.1192	1051479	0.3118	4.5779	7.0072e+01	4.3214	0.012	11690	0.5717	0.2556	1988.0	0.2727	1.8815	n
25_PF00005_9	136	0.3603	0.0000	0.0250	0.0451	0.0715	0.0479	0.0877	0.1459	0.0439	0.0752	0.1181	1409775	0.3082	6.1315	4.3788e+01	5.4009	0.012	11362	0.6843	0.3742	1854.0	0.1364	1.3115	good
25_PF00006_1	231	0.1429	0.7576	0.0329	0.0587	0.0972	0.0699	0.1293	0.2141	0.0455	0.0777	0.1229	1191794	0.3396	11.1085	7.9510e+02	10.8711	0.014	10000	0.4139	0.1182	1463.0	0.5000	1.6432	bad
25_PF00006_2	761	0.2168	0.7017	0.0247	0.0466	0.0829	0.0488	0.0920	0.1559	0.0117	0.0325	0.0908	3616315	0.3126	625.2615	3.3168e+04	620.7583	0.013	8809	0.7746	0.1373	867.0	0.5909	2.3152	bad
25_PF00006_3	221	0.8507	0.0045	0.0032	0.0422	0.0731	0.0761	0.1260	0.2356	0.0647	0.1307	0.2135	412511	0.2733	13.3830	6.8503e+03	13.3692	0.011	10675	0.0949	0.0442	1658.0	0.5909	2.4358	bad
25_PF00006_4	232	0.6724	0.0733	0.0215	0.0365	0.0608	0.0496	0.0936	0.1443	0.0527	0.0887	0.1401	837363	0.2868	7.4328	1.1054e+03	7.3844	0.011	11068	0.1572	0.0820	1890.0	0.5909	1.5769	bad
25_PF00009_1	241	0.6639	0.0498	0.0190	0.0368	0.0607	0.0417	0.0790	0.1309	0.0466	0.0845	0.1308	894073	0.2885	10.6056	7.3527e+02	10.5202	0.012	10865	0.1803	0.1201	1847.0	0.3182	1.4306	n
25_PF00009_2	305	0.3508	0.1246	0.0182	0.0331	0.0521	0.0505	0.0880	0.1409	0.0586	0.1079	0.1615	2428826	0.3484	3.5364	3.7595e+01	3.2378	0.014	11375	0.5455	0.3067	1870.0	0.3182	1.4071	n
25_PF00009_3	330	0.5576	0.0242	0.0177	0.0314	0.0492	0.0394	0.0714	0.1146	0.0501	0.0875	0.1332	2089254	0.3107	2.2884	6.2860e+01	2.2071	0.012	11497	0.3147	0.1908	1854.0	0.3636	1.5078	n
25_PF00009_4	216	0.1991	0.4676	0.0204	0.0369	0.0603	0.0488	0.0899	0.1515	0.0530	0.0919	0.1396	1699258	0.3011	4.2156	7.3925e+01	3.9987	0.012	10981	0.4889	0.2388	1830.0	0.2727	1.4445	n
25_PF00009_5	207	0.5362	0.0773	0.0161	0.0304	0.0512	0.0455	0.0857	0.1395	0.0605	0.1015	0.1595	1304530	0.3006	4.4097	1.3855e+02	4.3074	0.012	11603	0.3316	0.1784	1812.0	0.2273	1.0296	good
25_PF00009_6	345	0.2406	0.3594	0.0170	0.0306	0.0490	0.0413	0.0792	0.1338	0.0516	0.0952	0.1590	3137835	0.2990	3.1913	2.5209e+01	2.8675	0.012	11591	0.5477	0.3558	2005.0	0.2727	1.6753	n
25_PF00009_7	190	0.2842	0.1316	0.0188	0.0338	0.0528	0.0408	0.0780	0.1288	0.0485	0.0856	0.1341	1927995	0.3255	2.6449	1.5827e+01	2.3059	0.013	11532	0.8245	0.4088	1917.0	0.3636	1.3928	n
25_PF00009_8	395	0.2228	0.3063	0.0120	0.0216	0.0352	0.0220	0.0400	0.0649	0.0423	0.0730	0.1116	5051734	0.3069	1.9226	1.0639e+01	1.6961	0.012	11556	0.7545	0.4251	1918.0	0.0909	0.6782	good
25_PF00009_9	199	0.4724	0.0955	0.0204	0.0369	0.0604	0.0584	0.1024	0.1735	0.0608	0.1044	0.1599	1135620	0.3079	3.4239	9.8968e+01	3.3208	0.012	11200	0.3434	0.1860	1955.0	0.5000	2.0624	bad
25_PF00010_1	52	0.0769	0.1346	0.0207	0.0417	0.0711	0.0596	0.1155	0.1979	0.0555	0.1022	0.1588	683368	0.3158	9.5115	2.7860e+01	7.5641	0.013	10574	1.4794	0.5843	1683.0	0.6818	3.0144	bad
25_PF00012_1	603	0.4643	0.0017	0.0121	0.0217	0.0347	0.0302	0.0547	0.0964	0.0540	0.1049	0.1679	4413429	0.2907	1.4748	2.9029e+01	1.4219	0.012	12229	0.4011	0.2254	2096.0	0.1364	0.8000	good
25_PF00012_2	706	0.1700	0.1756	0.0098	0.0181	0.0301	0.0230	0.0416	0.0646	0.0510	0.0849	0.1250	11875872	0.2738	1.7566	4.8374e+00	1.3052	0.011	11916	0.9374	0.6026	2053.0	0.2273	1.5341	n
25_PF00012_3	614	0.3860	0.0505	0.0115	0.0209	0.0342	0.0353	0.0625	0.1025	0.0613	0.1064	0.1736	4508034	0.3256	1.6348	2.6474e+01	1.5388	0.013	11961	0.5259	0.2485	2058.0	0.3182	1.2383	good
25_PF00012_4	632	0.0728	0.3845	0.0099	0.0189	0.0314	0.0213	0.0395	0.0616	0.0472	0.0781	0.1127	10432441	0.2522	1.5958	2.6196e+00	1.0900	0.010	11975	1.5721	0.7805	1996.0	0.0909	0.9201	good
25_PF00013_1	75	0.0400	0.4667	0.0157	0.0312	0.0536	0.0397	0.0849	0.1594	0.0519	0.0858	0.1395	1409036	0.3050	24.1458	2.4766e+01	7.7907	0.012	10566	4.8647	0.9874	1397.0	0.6818	2.9822	bad
25_PF00018_1	49	0.3878	0.0000	0.0196	0.0384	0.0648	0.0445	0.0962	0.1850	0.0494	0.0903	0.1488	582494	0.2317	10.1173	8.0734e+01	9.4779	0.009	10531	0.8037	0.3540	1557.0	0.6818	2.1985	bad
25_PF00018_2	49	0.1429	0.0816	0.0270	0.0502	0.0820	0.0569	0.1034	0.1688	0.0461	0.0790	0.1228	750017	0.3110	9.8611	2.1164e+01	6.8155	0.012	10506	1.3004	0.6826	1659.0	0.5455	2.7833	bad
25_PF00025_1	249	0.0884	0.4458	0.0108	0.0210	0.0390	0.0209	0.0416	0.0745	0.0402	0.0697	0.1028	5639806	0.2035	7.7456	7.4230e+00	4.7633	0.008	11438	1.6445	1.0215	2028.0	0.7273	2.8983	bad
25_PF00025_2	178	0.3933	0.1236	0.0125	0.0247	0.0415	0.0277	0.0504	0.0879	0.0442	0.0750	0.1216	1955132	0.2321	3.5636	4.2432e+01	3.4077	0.009	11748	0.5617	0.2898	2002.0	0.2273	0.9592	good
25_PF00027_1	105	0.2667	0.2571	0.0252	0.0466	0.0744	0.0505	0.0933	0.1515	0.0458	0.0786	0.1215	1800451	0.3072	5.7028	2.3246e+01	4.5866	0.012	11326	0.9256	0.4953	1799.0	0.4091	1.4629	n
25_PF00027_2	102	0.1863	0.1863	0.0263	0.0487	0.0788	0.0581	0.1079	0.1722	0.0482	0.0852	0.1287	1530535	0.2947	8.5053	1.5869e+01	5.5334	0.012	11199	1.2787	0.7321	1901.0	0.2727	1.5341	n
25_PF00027_3	153	0.0327	0.6601	0.0224	0.0408	0.0649	0.0464	0.0848	0.1503	0.0480	0.0801	0.1221	2688513	0.3277	7.7309	7.0497e+00	3.6231	0.013	10807	2.0256	1.0472	1853.0	0.4545	1.4697	bad
25_PF00027_4	131	0.1221	0.3282	0.0211	0.0376	0.0603	0.0434	0.0803	0.1277	0.0464	0.0802	0.1222	1661285	0.2690	5.7574	1.2655e+01	3.5671	0.011	11722	1.2841	0.6745	1986.0	0.4545	1.7569	bad
25_PF00043_1	136	0.0588	0.3309	0.0293	0.0529	0.0843	0.0608	0.1059	0.1694	0.0465	0.0765	0.1161	2094809	0.3463	15.9305	1.5851e+01	7.4080	0.014	9277	2.2438	1.0025	1389.0	0.6818	2.8682	bad
25_PF00067_1	579	0.0035	0.6649	0.0174	0.0308	0.0486	0.0386	0.0692	0.1075	0.0515	0.0889	0.1306	11393281	0.3253	12.3811	3.1353e+00	2.1032	0.013	11616	2.9846	1.9872	1983.0	0.7727	3.3437	bad
25_PF00067_2	495	0.1354	0.3232	0.0111	0.0192	0.0303	0.0251	0.0454	0.0702	0.0532	0.0890	0.1383	8830922	0.3050	1.4297	3.1622e+00	1.0157	0.012	12124	0.9965	0.6724	1987.0	0.1364	1.0708	good
25_PF00069_10	451	0.0820	0.6741	0.0130	0.0236	0.0378	0.0303	0.0568	0.0924	0.0562	0.0942	0.1365	6856469	0.2850	1.8302	5.5240e+00	1.3484	0.011	12019	1.0631	0.5756	1939.0	0.3182	1.4674	n
25_PF00069_11	306	0.2941	0.4673	0.0098	0.0211	0.0379	0.0273	0.0584	0.1076	0.0485	0.0896	0.1522	1714297	0.1864	17.9601	3.2969e+02	17.8524	0.007	11927	0.4550	0.2334	1821.0	0.3636	1.6289	n
25_PF00069_12	367	0.2262	0.3624	0.0124	0.0231	0.0375	0.0319	0.0576	0.0977	0.0558	0.0921	0.1490	4994397	0.3075	1.7809	5.3902e+00	1.3722	0.012	11604	0.8383	0.5748	2052.0	0.3182	1.7185	n
25_PF00069_13	252	0.4802	0.0159	0.0136	0.0249	0.0395	0.0368	0.0702	0.1196	0.0615	0.1119	0.1768	2425400	0.2736	1.9929	2.4553e+01	1.8608	0.011	12315	0.4956	0.2849	2037.0	0.4091	1.4000	n
25_PF00069_14	355	0.3183	0.4310	0.0132	0.0242	0.0394	0.0359	0.0702	0.1350	0.0602	0.1089	0.1845	2477566	0.2739	2.8454	5.1218e+01	2.7520	0.011	11393	0.4399	0.2357	1867.0	0.3636	2.7520	n
25_PF00069_15	336	0.1518	0.6339	0.0163	0.0308	0.0522	0.0523	0.1070	0.1957	0.0618	0.1166	0.1982	2700802	0.3275	4.5963	5.5261e+01	4.2034	0.013	11142	0.5327	0.2884	1719.0	0.4545	1.9459	bad
25_PF00069_16	205	0.1610	0.2488	0.0146	0.0269	0.0438	0.0296	0.0567	0.0975	0.0463	0.0819	0.1207	2333816	0.3211	3.3752	1.1384e+01	2.7048	0.013	11352	1.6286	0.5445	1788.0	0.5909	1.8690	bad
25_PF00069_17	370	0.0108	0.7027	0.0157	0.0286	0.0456	0.0338	0.0605	0.0989	0.0468	0.0775	0.1154	6921729	0.2934	5.3980	4.8178e+00	2.3021	0.012	11264	1.8626	1.0585	1603.0	0.5000	1.6186	bad
25_PF00069_18	267	0.1985	0.1124	0.0110	0.0202	0.0332	0.0234	0.0461	0.0760	0.0499	0.0842	0.1276	3615179	0.3163	1.8345	5.7590e+00	1.4145	0.013	11783	1.0859	0.5644	1843.0	0.6818	2.3195	bad
25_PF00069_19	281	0.4128	0.3594	0.0171	0.0328	0.0543	0.0452	0.0915	0.1654	0.0575	0.1019	0.1624	1330393	0.2772	3.0710	1.7052e+02	3.0217	0.011	10932	0.2680	0.1342	1690.0	0.5455	2.1432	bad
25_PF00069_1	481	0.0270	0.8150	0.0167	0.0304	0.0503	0.0353	0.0656	0.1094	0.0493	0.0803	0.1130	7016257	0.3079	5.8073	5.7830e+00	2.5529	0.012	11532	2.0279	1.0021	1715.0	0.3182	1.9166	n
25_PF00069_20	292	0.1096	0.4932	0.0127	0.0233	0.0387	0.0336	0.0637	0.1226	0.0561	0.1024	0.1760	4128027	0.2816	2.1560	7.7483e+00	1.7721	0.011	11971	0.9446	0.5275	1937.0	0.2727	1.6186	n
25_PF00069_21	311	0.0868	0.4759	0.0129	0.0238	0.0388	0.0285	0.0540	0.0853	0.0501	0.0868	0.1327	5267398	0.2827	2.6935	4.3933e+00	1.6078	0.011	12289	1.6689	0.7830	2094.0	0.4091	1.5232	n
25_PF00069_22	281	0.2527	0.2242	0.0116	0.0212	0.0354	0.0226	0.0416	0.0709	0.0438	0.0757	0.1112	3727897	0.2781	1.7908	8.4411e+00	1.5157	0.011	12140	0.7237	0.4606	2089.0	0.2727	0.8446	good
25_PF00069_23	206	0.0874	0.7524	0.0179	0.0340	0.0572	0.0451	0.0875	0.1534	0.0537	0.0877	0.1434	1532644	0.3125	5.1991	4.7511e+01	4.8476	0.012	10664	1.1086	0.3308	1738.0	0.4545	1.5748	bad
25_PF00069_24	301	0.1993	0.3488	0.0144	0.0260	0.0426	0.0411	0.0740	0.1305	0.0635	0.1099	0.1814	3598987	0.3119	1.9412	9.0986e+00	1.5291	0.012	12080	0.9488	0.4619	2041.0	0.0909	0.7958	good
25_PF00069_25	372	0.0323	0.7177	0.0174	0.0321	0.0538	0.0448	0.0873	0.1465	0.0537	0.0959	0.1552	4595792	0.3432	6.0875	9.0072e+00	3.0979	0.014	10603	2.0603	0.8221	1814.0	0.3636	1.4810	n
25_PF00069_26	283	0.4346	0.2297	0.0136	0.0255	0.0418	0.0404	0.0749	0.1281	0.0627	0.1103	0.1793	2652193	0.2454	4.7107	8.5884e+01	4.5609	0.010	11568	0.4463	0.2342	1865.0	0.5909	1.8129	bad
25_PF00069_27	331	0.1208	0.3716	0.0153	0.0273	0.0427	0.0328	0.0572	0.0900	0.0468	0.0836	0.1257	4735767	0.3171	2.1395	3.4048e+00	1.2424	0.013	12121	1.2444	0.7927	2046.0	0.2727	1.1106	good
25_PF00069_28	326	0.1319	0.5184	0.0136	0.0262	0.0439	0.0298	0.0579	0.1030	0.0438	0.0752	0.1290	2657398	0.2937	3.0677	2.0015e+01	2.7314	0.012	11760	1.1609	0.3915	1905.0	0.1818	1.2000	good
25_PF00069_29	422	0.1635	0.5427	0.0133	0.0241	0.0375	0.0351	0.0632	0.1056	0.0593	0.1023	0.1564	5523526	0.3155	1.7343	7.1269e+00	1.3955	0.013	11842	0.8237	0.4933	2007.0	0.2727	1.8708	n
25_PF00069_2	308	0.0552	0.8734	0.0122	0.0224	0.0367	0.0319	0.0611	0.1083	0.0607	0.1004	0.1641	4853708	0.2388	2.1306	1.0484e+01	1.7707	0.010	12401	0.9270	0.4508	2074.0	0.3182	1.2193	good
25_PF00069_30	294	0.4116	0.0850	0.0124	0.0231	0.0390	0.0279	0.0560	0.1071	0.0486	0.0923	0.1571	2956439	0.2725	1.8165	1.6660e+01	1.6250	0.011	11802	0.6207	0.3302	2060.0	0.3182	1.6633	n
25_PF00069_31	338	0.3314	0.1686	0.0167	0.0303	0.0492	0.0361	0.0696	0.1221	0.0505	0.0841	0.1407	3692445	0.2885	2.3387	1.3579e+01	1.9718	0.012	11349	0.7858	0.4150	1935.0	0.2727	1.3441	good
25_PF00069_32	262	0.5534	0.0153	0.0134	0.0261	0.0436	0.0349	0.0677	0.1160	0.0504	0.0901	0.1510	1306564	0.2807	3.6302	1.0769e+02	3.5656	0.011	11649	0.4128	0.1836	1933.0	0.2273	1.2437	good
25_PF00069_33	362	0.1409	0.3564	0.0119	0.0212	0.0335	0.0311	0.0576	0.0978	0.0621	0.1045	0.1657	5802256	0.2936	1.2855	2.3848e+00	0.8343	0.012	11884	1.3169	0.7342	1924.0	0.3182	1.4283	n
25_PF00069_34	588	0.0408	0.8503	0.0149	0.0266	0.0430	0.0355	0.0657	0.1064	0.0522	0.0924	0.1450	8244927	0.2804	3.8197	3.7856e+00	1.9628	0.011	10729	1.6817	1.0045	1767.0	0.6818	2.6944	bad
25_PF00069_35	377	0.2069	0.3873	0.0107	0.0208	0.0355	0.0255	0.0503	0.0996	0.0498	0.0901	0.1482	3617438	0.2989	2.7203	1.8583e+01	2.4723	0.012	11159	0.7818	0.3826	1781.0	0.4545	2.2211	bad
25_PF00069_36	368	0.0978	0.4647	0.0132	0.0236	0.0378	0.0217	0.0398	0.0655	0.0398	0.0664	0.0946	4463790	0.2868	2.3898	6.2472e+00	1.8199	0.011	12143	1.4633	0.6185	1930.0	0.4091	1.8637	n
25_PF00069_37	371	0.2668	0.3612	0.0157	0.0284	0.0463	0.0324	0.0593	0.0935	0.0478	0.0785	0.1123	3694232	0.2882	2.2550	1.2832e+01	1.8986	0.012	11668	0.7085	0.4192	1978.0	0.2273	1.2728	good
25_PF00069_3	416	0.0601	0.5577	0.0200	0.0364	0.0583	0.0403	0.0738	0.1163	0.0438	0.0777	0.1140	5903314	0.3353	6.4053	7.1817e+00	3.5217	0.013	11514	1.4001	0.9444	1905.0	0.3182	1.4376	n
25_PF00069_4	460	0.0239	0.8870	0.0182	0.0334	0.0540	0.0406	0.0747	0.1185	0.0483	0.0853	0.1284	6749663	0.3420	5.4598	5.7908e+00	2.9207	0.014	10757	1.4615	0.9710	1788.0	0.4091	1.4855	n
25_PF00069_5	326	0.4325	0.1503	0.0153	0.0286	0.0478	0.0344	0.0596	0.0976	0.0466	0.0775	0.1176	2918141	0.3049	2.3622	3.2023e+01	2.2052	0.012	11797	0.4400	0.2716	1880.0	0.2273	1.2623	good
25_PF00069_6	458	0.0699	0.5852	0.0148	0.0269	0.0432	0.0285	0.0531	0.0849	0.0455	0.0778	0.1153	6023826	0.2898	3.4005	4.9492e+00	1.7973	0.012	11968	1.5259	0.8289	2051.0	0.2273	1.1662	good
25_PF00069_7	337	0.1573	0.6172	0.0149	0.0278	0.0487	0.0358	0.0632	0.1091	0.0519	0.0863	0.1312	2724415	0.2662	2.6491	4.2864e+01	2.4490	0.011	11209	0.7230	0.2486	2004.0	0.2273	1.4445	n
25_PF00069_8	272	0.2279	0.0919	0.0139	0.0254	0.0410	0.0321	0.0604	0.0981	0.0481	0.0883	0.1464	3834932	0.3137	2.0694	6.7572e+00	1.6070	0.013	11576	0.9309	0.5534	1805.0	0.5000	1.8655	bad
25_PF00069_9	264	0.2235	0.2955	0.0166	0.0298	0.0480	0.0334	0.0648	0.1131	0.0469	0.0804	0.1286	3196519	0.3185	2.8682	1.2485e+01	2.3334	0.013	11302	0.9036	0.4793	1769.0	0.2727	1.1225	good
25_PF00071_1	193	0.3212	0.2435	0.0138	0.0289	0.0484	0.0496	0.0893	0.1668	0.0678	0.1242	0.2041	986697	0.2899	4.3278	7.8233e+01	4.1639	0.012	10842	0.5976	0.2352	1858.0	0.3182	1.8744	n
25_PF00071_2	162	0.4877	0.0864	0.0081	0.0235	0.0452	0.0288	0.0717	0.1518	0.0517	0.0987	0.1740	999794	0.2374	3.7339	1.3089e+02	3.6542	0.009	10355	0.3784	0.1689	1682.0	0.5000	1.7739	bad
25_PF00071_3	171	0.2573	0.2456	0.0139	0.0277	0.0478	0.0351	0.0773	0.1430	0.0532	0.0973	0.1530	1232539	0.2790	3.8555	6.2135e+01	3.6377	0.011	11301	0.7142	0.2491	1955.0	0.4545	1.5341	bad
25_PF00071_4	174	0.5402	0.1092	0.0190	0.0385	0.0685	0.0572	0.1039	0.2022	0.0517	0.1001	0.1764	935099	0.2764	5.3696	2.0613e+02	5.2064	0.011	10769	0.3876	0.1614	1844.0	0.3636	1.7739	n
25_PF00071_5	162	0.5247	0.0000	0.0131	0.0253	0.0419	0.0352	0.0652	0.1050	0.0560	0.0980	0.1503	1312606	0.2608	3.0259	5.9506e+01	2.9346	0.010	11609	0.4473	0.2255	1905.0	0.4545	1.6573	bad
25_PF00071_6	166	0.1928	0.4217	0.0083	0.0192	0.0358	0.0334	0.0693	0.1187	0.0636	0.1160	0.1987	1792194	0.2326	3.7342	4.7157e+01	3.6301	0.009	11009	0.6216	0.2814	1918.0	0.2727	1.5166	n
25_PF00071_7	174	0.5000	0.0690	0.0162	0.0296	0.0511	0.0441	0.0883	0.1638	0.0608	0.1108	0.1816	820692	0.3493	3.8428	1.3471e+02	3.7645	0.014	10897	0.6019	0.1689	1673.0	0.6818	2.4940	bad
25_PF00071_8	159	0.4403	0.3899	0.0066	0.0372	0.0638	0.0486	0.1165	0.1818	0.0492	0.1172	0.1934	340901	0.2893	4.4721	9.9922e+02	4.4520	0.012	10828	0.2355	0.0669	1730.0	0.5455	1.8367	bad
25_PF00072_1	122	0.1639	0.0574	0.0182	0.0328	0.0536	0.0355	0.0634	0.0965	0.0443	0.0736	0.1047	2067676	0.2672	6.2677	1.1593e+01	4.4370	0.011	11335	1.3761	0.7353	1694.0	0.6364	2.1878	bad
25_PF00072_2	134	0.1269	0.4627	0.0313	0.0566	0.0928	0.0654	0.1243	0.2061	0.0482	0.0828	0.1231	1379671	0.3058	10.1458	2.5990e+01	7.1159	0.012	11035	1.7794	0.6248	1706.0	0.5455	2.1385	bad
